"Geography","fips_county","fips_tract","Population","White","Black","Asian","NHPI","AIAN","Two or More Races","Other","district"
"39093071100","093","071100",4439,4058,200,20,2,12,116,31,4
"39093071201","093","071201",4422,3600,525,24,1,10,216,46,4
"39093071202","093","071202",4383,3818,360,55,0,3,119,28,4
"39093071300","093","071300",4806,4201,378,27,3,23,119,55,4
"39093071400","093","071400",3188,1566,1325,11,0,8,231,47,4
"39093071500","093","071500",2057,1826,168,11,1,3,34,14,4
"39093077100","093","077100",3609,3517,31,14,0,6,36,5,4
"39093080101","093","080101",2230,2138,30,20,0,4,29,9,5
"39093080103","093","080103",4520,4286,53,42,0,11,94,34,5
"39093080104","093","080104",3641,3481,35,21,0,24,70,10,5
"39093080500","093","080500",5973,5600,125,105,0,14,82,47,5
"39093080600","093","080600",5630,5418,66,38,0,7,75,26,5
"39093080700","093","080700",7471,7059,120,130,0,5,116,41,4
"39093090100","093","090100",3289,3216,17,19,0,13,18,6,1
"39093090200","093","090200",3751,3660,11,17,0,15,38,10,4
"39093091100","093","091100",3331,3178,70,29,0,1,36,17,4
"39093091200","093","091200",4506,3364,1056,6,0,8,36,36,4
"39093092100","093","092100",2483,2424,5,7,1,7,22,17,5
"39093093100","093","093100",3245,3120,24,25,0,5,45,26,4
"39093094100","093","094100",7967,7753,41,10,4,21,116,22,4
"39093095100","093","095100",7935,6618,1142,22,4,16,73,60,4
"39093096100","093","096100",6222,5980,69,27,3,14,99,30,4
"39093097100","093","097100",3055,2989,16,6,1,10,27,6,4
"39093097200","093","097200",7690,6348,718,61,1,16,281,265,5
"39093097300","093","097300",3309,1537,1086,1,0,15,282,388,5
"39093097400","093","097400",10233,9800,97,156,2,12,115,51,5
"39093990200","093","990200",0,0,0,0,0,0,0,0,5
"39095000200","095","000200",4333,3557,460,21,2,10,193,90,5
"39095000300","095","000300",4848,3871,602,29,1,17,216,112,5
"39095000400","095","000400",3676,2885,460,11,0,6,209,105,5
"39095000600","095","000600",4535,3387,778,30,2,17,225,96,5
"39095000700","095","000700",5145,3525,1159,21,3,16,293,128,5
"39095000800","095","000800",1576,165,1317,14,0,7,61,12,5
"39095000900","095","000900",2547,833,1502,16,0,11,115,70,5
"39095001000","095","001000",3776,1464,1991,12,0,10,170,129,5
"39095001100","095","001100",2473,711,1550,5,1,10,122,74,5
"39095001201","095","001201",2246,1728,365,26,0,6,77,44,5
"39095001202","095","001202",3306,1395,1681,2,0,14,115,99,5
"39095001301","095","001301",2694,2394,183,60,0,3,37,17,5
"39095001302","095","001302",2231,1114,662,331,0,13,97,14,5
"39095001303","095","001303",3157,1531,1397,32,2,15,123,57,5
"39095001400","095","001400",1795,165,1518,4,0,10,88,10,5
"39095001500","095","001500",1661,164,1428,3,0,4,53,9,5
"39095001600","095","001600",3265,706,2399,4,0,16,107,33,5
"39095001700","095","001700",1795,661,944,2,0,8,76,104,5
"39095001800","095","001800",2797,977,1373,14,0,14,167,252,5
"39095001900","095","001900",1728,351,1126,2,0,6,93,150,5
"39095002000","095","002000",1973,1471,257,4,0,10,139,92,5
"39095002100","095","002100",2903,1184,1588,18,0,14,68,31,5
"39095002200","095","002200",1556,153,1332,1,0,0,45,25,5
"39095002300","095","002300",1500,194,1260,2,0,5,35,4,5
"39095002401","095","002401",3759,1910,1564,127,1,12,121,24,5
"39095002402","095","002402",1684,47,1572,1,2,1,45,16,5
"39095002500","095","002500",2195,62,2009,9,0,17,85,13,5
"39095002600","095","002600",1345,45,1233,3,0,5,51,8,5
"39095002700","095","002700",1055,427,546,15,1,5,55,6,5
"39095002800","095","002800",1611,722,813,7,0,4,36,29,5
"39095002900","095","002900",1954,496,1225,2,1,14,94,122,5
"39095003000","095","003000",2202,1153,804,0,0,14,128,103,5
"39095003100","095","003100",1244,136,1082,0,0,3,21,2,5
"39095003200","095","003200",1412,47,1306,5,0,4,42,8,5
"39095003300","095","003300",1701,42,1591,3,1,0,51,13,5
"39095003400","095","003400",775,134,590,4,0,1,32,14,5
"39095003500","095","003500",1529,72,1419,0,0,3,24,11,5
"39095003600","095","003600",1666,90,1522,2,1,1,45,5,5
"39095003700","095","003700",1409,267,1051,9,1,4,70,7,5
"39095003900","095","003900",5309,3758,925,27,0,30,269,300,5
"39095004000","095","004000",2184,1136,749,1,1,21,146,130,5
"39095004200","095","004200",1926,1189,445,5,0,29,131,127,5
"39095004400","095","004400",4138,2851,744,66,0,18,254,205,5
"39095004501","095","004501",2704,2349,171,22,0,6,95,61,5
"39095004503","095","004503",2587,2375,86,14,1,9,50,52,6
"39095004504","095","004504",3413,3249,84,7,0,3,48,22,6
"39095004600","095","004600",2478,1995,229,10,0,10,99,135,5
"39095004701","095","004701",3046,2205,398,11,5,11,216,200,5
"39095004702","095","004702",3829,2918,417,5,1,35,267,186,5
"39095004800","095","004800",3467,2509,488,2,0,18,241,209,5
"39095004900","095","004900",3045,2395,217,13,0,31,207,182,5
"39095005000","095","005000",1870,1546,90,7,0,15,94,118,5
"39095005100","095","005100",4740,2904,1011,12,0,26,393,394,5
"39095005200","095","005200",3475,2906,118,18,2,22,155,254,5
"39095005300","095","005300",2082,1460,226,16,0,15,127,238,5
"39095005400","095","005400",3227,2104,556,7,1,23,256,280,5
"39095005501","095","005501",3018,2873,34,7,0,10,75,19,5
"39095005502","095","005502",3043,2935,10,15,0,11,43,29,5
"39095005503","095","005503",2217,2086,54,8,3,2,40,24,5
"39095005600","095","005600",5412,4952,195,14,0,29,131,91,5
"39095005701","095","005701",3481,2809,398,19,2,3,161,89,5
"39095005702","095","005702",4818,4138,435,21,0,18,143,63,5
"39095005703","095","005703",2544,2255,123,4,0,21,80,61,5
"39095005801","095","005801",3460,2980,281,17,0,6,119,57,5
"39095005802","095","005802",4762,4267,292,25,0,7,130,41,5
"39095005901","095","005901",2580,2435,41,13,0,7,48,36,5
"39095005902","095","005902",4103,3643,258,26,0,13,123,40,5
"39095006000","095","006000",2420,2196,109,37,0,10,48,20,5
"39095006100","095","006100",3180,2834,175,20,0,9,99,43,5
"39095006200","095","006200",2504,2240,122,13,0,7,80,42,5
"39095006300","095","006300",3002,2495,311,30,0,13,82,71,5
"39095006400","095","006400",2417,2181,150,16,0,3,41,26,5
"39095006500","095","006500",2279,1689,414,59,9,3,70,35,5
"39095006600","095","006600",2625,657,1812,21,3,15,93,24,6
"39095006700","095","006700",1673,639,919,20,0,4,74,17,6
"39095006800","095","006800",4877,2509,1793,246,2,18,208,101,6
"39095006900","095","006900",2570,2264,197,19,0,8,44,38,6
"39095007001","095","007001",4136,3974,44,19,0,3,76,20,6
"39095007002","095","007002",1981,1911,21,10,0,1,21,17,6
"39095007101","095","007101",4336,3993,148,70,0,7,78,40,6
"39095007102","095","007102",3812,3642,33,33,0,12,66,26,6
"39095007202","095","007202",3697,2857,638,50,0,10,98,44,6
"39095007203","095","007203",4063,3526,353,57,1,9,77,40,6
"39095007204","095","007204",4187,3111,780,98,4,6,132,56,6
"39095007205","095","007205",5101,3068,1565,166,1,19,191,91,6
"39095007301","095","007301",4744,3576,845,86,1,9,172,55,6
"39095007302","095","007302",3620,1540,1830,35,4,17,149,45,6
"39095007303","095","007303",5037,1781,2805,75,0,10,255,111,6
"39095007400","095","007400",5477,2083,2991,144,0,11,187,61,6
"39095007500","095","007500",4053,2408,1191,309,1,11,95,38,6
"39095007600","095","007600",4579,4018,171,272,0,11,80,27,6
"39095007700","095","007700",3362,2922,276,65,6,6,64,23,5
"39095007800","095","007800",3807,3309,239,47,0,12,105,95,5
"39095007901","095","007901",2121,1992,42,7,0,6,55,19,5
"39095007902","095","007902",5540,5050,240,64,2,10,106,68,5
"39095008000","095","008000",4073,3803,103,52,1,7,62,45,5
"39095008100","095","008100",3911,3571,147,59,1,9,96,28,6
"39095008201","095","008201",4673,4458,58,47,3,4,67,36,6
"39095008202","095","008202",5880,5514,116,130,1,3,81,35,6
"39095008203","095","008203",7507,6634,323,348,6,12,147,37,6
"39095008301","095","008301",5809,5205,242,224,0,2,97,39,6
"39095008302","095","008302",1636,1489,83,22,2,4,21,15,6
"39095008400","095","008400",4814,4012,508,116,4,7,114,53,6
"39095008500","095","008500",3905,2890,761,70,0,5,141,38,6
"39095008600","095","008600",5397,4113,1005,30,4,16,169,60,6
"39095008700","095","008700",8135,6294,1271,172,2,31,288,77,6
"39095008800","095","008800",7328,6452,417,190,0,9,169,91,6
"39095008901","095","008901",5211,5027,46,35,1,13,64,25,6
"39095008902","095","008902",6125,5924,26,61,2,4,67,41,6
"39095009000","095","009000",12417,11583,265,312,2,22,163,70,6
"39095009101","095","009101",4345,3770,288,166,4,7,86,24,6
"39095009102","095","009102",5399,4765,352,98,0,12,104,68,6
"39095009201","095","009201",7860,7029,160,498,1,13,118,41,6
"39095009202","095","009202",7406,6557,281,398,1,4,125,40,6
"39095009300","095","009300",1598,1578,4,5,3,0,4,4,6
"39095009400","095","009400",2616,1977,499,14,0,11,93,22,6
"39095009500","095","009500",3012,2837,76,24,0,5,47,23,6
"39095009600","095","009600",3361,3272,8,14,0,8,27,32,6
"39095009700","095","009700",3100,2974,12,11,0,7,38,58,5
"39095009800","095","009800",4405,4259,21,15,0,7,66,37,5
"39095009900","095","009900",4455,4243,48,46,0,5,65,48,5
"39095010001","095","010001",4115,3772,55,29,3,7,69,180,5
"39095010002","095","010002",3303,3014,84,25,0,7,98,75,5
"39095010100","095","010100",4145,3818,83,43,0,12,87,102,5
"39095010200","095","010200",2422,2011,265,19,2,5,72,48,6
"39095010300","095","010300",2256,1372,407,8,1,44,119,305,5
"39095010400","095","010400",3981,2728,964,132,0,8,114,35,5
"39095990000","095","990000",0,0,0,0,0,0,0,0,5
"39097040101","097","040101",2282,2187,6,14,0,10,28,37,9
"39097040102","097","040102",5091,4886,24,31,0,25,102,23,16
"39097040201","097","040201",2757,2687,16,20,0,3,26,5,9
"39097040202","097","040202",2655,2586,20,6,1,3,31,8,9
"39097040400","097","040400",2612,2546,14,6,3,3,36,4,9
"39097040500","097","040500",4528,4432,14,17,1,7,50,7,9
"39097040600","097","040600",5448,5010,207,85,0,7,115,24,9
"39097040700","097","040700",3095,2634,291,12,0,21,111,26,9
"39097041000","097","041000",4949,2770,2121,9,3,6,5,35,9
"39097041100","097","041100",4761,4503,120,14,1,9,94,20,9
"39097041200","097","041200",3043,2975,9,17,0,8,28,6,13
"39097041300","097","041300",2214,2148,20,1,1,3,22,19,9
"39099800300","099","800300",1266,246,945,1,0,6,43,25,8
"39099800400","099","800400",951,153,737,0,0,7,48,6,8
"39099800500","099","800500",4375,1293,2320,89,3,42,221,407,8
"39099800600","099","800600",1403,260,939,3,0,3,66,132,8
"39099801000","099","801000",1628,695,786,0,1,3,71,72,8
"39099801100","099","801100",2338,1098,1053,2,0,4,108,73,8
"39099801200","099","801200",1618,993,469,2,0,6,83,65,8
"39099801300","099","801300",2330,1682,511,6,2,7,80,42,8
"39099801400","099","801400",2101,1932,112,6,1,7,28,15,8
"39099801500","099","801500",1898,1167,612,2,1,10,51,55,8
"39099801600","099","801600",3021,708,2064,0,0,12,151,86,8
"39099801700","099","801700",1257,447,647,0,0,8,65,90,8
"39099802100","099","802100",1139,177,892,2,0,2,49,17,8
"39099802300","099","802300",1033,96,873,2,0,2,53,7,8
"39099802400","099","802400",2890,494,2215,3,0,5,116,57,8
"39099802500","099","802500",1504,287,1136,1,0,0,46,34,8
"39099802600","099","802600",1806,1392,300,8,0,9,64,33,8
"39099802701","099","802701",3153,2821,259,7,0,7,25,34,8
"39099802702","099","802702",2854,2501,258,3,0,3,53,36,8
"39099802800","099","802800",2716,2291,317,1,0,13,66,28,8
"39099802900","099","802900",2486,1808,540,1,0,4,90,43,8
"39099803000","099","803000",1970,1563,257,1,0,5,93,51,8
"39099804000","099","804000",2395,1281,917,69,2,6,89,31,8
"39099804100","099","804100",1455,501,895,2,0,4,40,13,8
"39099804200","099","804200",2200,839,1183,54,0,4,102,18,8
"39099804300","099","804300",968,329,556,0,0,4,65,14,8
"39099810100","099","810100",4305,3516,428,17,0,10,140,194,8
"39099810200","099","810200",2147,1321,583,10,1,7,78,147,8
"39099810300","099","810300",1755,831,729,7,1,6,91,90,8
"39099810600","099","810600",3104,2801,138,10,1,8,101,45,8
"39099810700","099","810700",5346,5218,51,9,0,5,55,8,8
"39099810800","099","810800",2265,2082,119,1,0,5,48,10,8
"39099810900","099","810900",2244,2125,67,4,4,9,24,11,8
"39099811001","099","811001",4119,4018,22,26,0,5,22,26,8
"39099811002","099","811002",7499,7335,25,65,0,1,51,22,8
"39099811100","099","811100",1155,1142,3,2,0,1,7,0,8
"39099811200","099","811200",2487,2455,7,6,0,0,18,1,8
"39099811300","099","811300",6380,5787,374,38,0,12,120,49,8
"39099811400","099","811400",3387,2392,771,43,4,8,113,56,8
"39099811500","099","811500",5759,5402,180,61,2,5,78,31,8
"39099811600","099","811600",3642,3283,195,67,0,5,56,36,8
"39099811700","099","811700",2602,2435,86,12,0,4,57,8,8
"39099811800","099","811800",1600,1409,100,12,0,6,54,19,8
"39099811901","099","811901",4433,4039,267,33,2,2,62,28,8
"39099811902","099","811902",3320,3143,61,87,0,0,21,8,8
"39099812001","099","812001",5666,5223,198,132,3,5,56,49,8
"39099812002","099","812002",4100,3761,181,88,0,4,33,33,8
"39099812100","099","812100",9699,9248,127,197,0,14,87,26,8
"39099812200","099","812200",6465,6222,29,127,3,6,50,28,8
"39099812301","099","812301",3911,3495,269,9,3,6,94,35,8
"39099812302","099","812302",6475,5846,436,39,0,15,101,38,8
"39099812400","099","812400",2888,2556,203,7,0,10,81,31,8
"39099812500","099","812500",5529,5244,161,16,2,6,78,22,8
"39099812601","099","812601",4249,3472,584,58,1,9,99,26,8
"39099812602","099","812602",5279,4837,322,21,2,12,66,19,8
"39099812603","099","812603",8391,7965,262,54,1,7,67,35,8
"39099812700","099","812700",2114,2066,12,3,0,7,14,12,8
"39099812800","099","812800",3759,3663,4,7,0,13,62,10,8
"39099812900","099","812900",4339,4285,8,2,0,5,38,1,8
"39099813000","099","813000",4531,4408,35,9,0,8,67,4,2
"39099813200","099","813200",4399,4303,11,11,0,5,53,16,2
"39099813300","099","813300",3241,3189,7,8,0,1,33,3,2
"39099813400","099","813400",3538,3466,15,8,0,11,18,20,8
"39099813500","099","813500",7377,7185,68,40,3,6,69,6,8
"39099813600","099","813600",8324,8161,30,39,1,5,66,22,8
"39099813700","099","813700",3080,1024,1513,9,0,16,94,424,8
"39099813800","099","813800",3067,673,2169,2,7,6,69,141,8
"39099813900","099","813900",2150,219,1857,0,0,6,49,19,8
"39099814000","099","814000",3340,931,2157,15,0,17,144,76,8
"39099814100","099","814100",2608,1618,776,6,0,9,150,49,8
"39101000100","101","000100",1262,1118,84,4,0,2,37,17,9
"39101000200","101","000200",3425,3063,200,3,0,8,103,48,9
"39101000300","101","000300",2352,2206,74,2,1,5,47,17,9
"39101000400","101","000400",3985,3802,57,13,3,5,75,30,9
"39101000501","101","000501",2711,2484,105,4,1,12,78,27,9
"39101000502","101","000502",2440,2245,87,8,3,3,68,26,9
"39101000600","101","000600",4665,4328,111,67,2,9,58,90,9
"39101000700","101","000700",2529,2406,66,9,0,0,36,12,9
"39101000800","101","000800",2421,2258,58,11,1,6,72,15,9
"39101000900","101","000900",4648,3924,477,11,0,11,172,53,9
"39101001000","101","001000",3156,2961,85,42,2,9,35,22,9
"39101001100","101","001100",2440,2165,170,8,0,4,48,45,9
"39101010100","101","010100",5181,4998,65,41,2,9,53,13,6
"39101010201","101","010201",5231,5082,40,7,10,9,68,15,9
"39101010202","101","010202",4760,2674,2052,5,0,6,4,19,9
"39101010300","101","010300",5357,5200,11,5,3,6,85,47,9
"39101010400","101","010400",4694,4502,45,70,4,6,54,13,9
"39101010500","101","010500",5244,5149,20,25,2,3,38,7,16
"39103400100","103","400100",7646,7452,31,94,0,10,49,10,1
"39103402000","103","402000",5127,5018,19,33,0,6,40,11,1
"39103403001","103","403001",3250,3179,20,5,0,5,37,4,4
"39103403002","103","403002",2911,2833,18,20,0,6,32,2,4
"39103404000","103","404000",3970,3849,28,48,0,9,20,16,1
"39103405000","103","405000",4445,4327,19,50,0,3,41,5,1
"39103406000","103","406000",5211,5088,33,52,1,5,22,10,1
"39103407000","103","407000",6005,5756,66,105,1,7,59,11,1
"39103408001","103","408001",2752,2569,76,11,2,4,78,12,1
"39103408002","103","408002",1801,1741,9,31,0,0,15,5,1
"39103408003","103","408003",2977,2862,35,37,0,0,34,9,1
"39103408100","103","408100",7332,6695,357,82,0,6,158,34,1
"39103408201","103","408201",4220,3831,199,24,0,8,120,38,1
"39103408202","103","408202",5517,5265,102,39,0,1,89,21,4
"39103408301","103","408301",3620,3432,64,72,0,3,33,16,1
"39103408302","103","408302",10213,9758,170,88,2,11,146,38,1
"39103409001","103","409001",2265,2223,2,2,0,4,26,8,4
"39103409002","103","409002",4792,4656,22,20,0,7,51,36,4
"39103410000","103","410000",4157,4082,11,5,0,11,35,13,4
"39103411001","103","411001",1718,1684,1,12,0,3,12,6,4
"39103411002","103","411002",2864,2806,10,6,1,4,33,4,4
"39103412000","103","412000",4114,4006,13,29,0,4,44,18,4
"39103413000","103","413000",5614,5463,29,37,1,11,61,12,4
"39103415100","103","415100",3788,3637,33,63,0,12,36,7,1
"39103415200","103","415200",4265,4127,16,69,0,7,32,14,1
"39103415300","103","415300",4600,4376,64,56,2,1,65,36,1
"39103415400","103","415400",4579,4356,77,48,0,13,55,30,1
"39103415800","103","415800",6651,6335,63,116,0,7,91,39,1
"39103416000","103","416000",5653,5389,73,51,1,9,83,47,1
"39103416100","103","416100",4863,4654,44,50,0,5,81,29,1
"39103416200","103","416200",3762,3538,75,65,0,2,61,21,1
"39103416300","103","416300",2602,2503,30,29,2,1,23,14,1
"39103416400","103","416400",3390,3238,36,35,1,3,47,30,1
"39103417000","103","417000",8428,8172,46,82,0,10,101,17,4
"39103417100","103","417100",6307,6165,34,43,1,19,39,6,1
"39103417200","103","417200",6806,6590,73,30,2,17,77,17,4
"39103417300","103","417300",4117,3987,29,21,1,13,60,6,4
"39105964100","105","964100",4209,4133,13,8,1,6,40,8,14
"39105964200","105","964200",4808,4717,14,19,0,7,44,7,14
"39105964300","105","964300",4808,4705,25,13,0,12,49,4,14
"39105964400","105","964400",3521,3328,108,6,0,16,57,6,14
"39105964500","105","964500",3092,2984,41,4,0,8,53,2,14
"39105964600","105","964600",3332,3283,5,1,0,5,35,3,14
"39107967200","107","967200",3769,3688,9,6,2,14,36,14,9
"39107967300","107","967300",4417,4322,13,18,0,6,40,18,9
"39107967400","107","967400",4602,4406,26,15,12,22,77,44,9
"39107967500","107","967500",5296,5059,21,79,29,19,66,23,9
"39107967600","107","967600",2785,2606,11,37,3,18,55,55,9
"39107967700","107","967700",6168,6093,5,4,15,12,19,20,9
"39107967800","107","967800",1951,1928,1,5,0,3,12,2,9
"39107967900","107","967900",6825,6744,10,10,0,2,18,41,9
"39107968000","107","968000",5001,4915,5,7,10,5,47,12,12
"39109300100","109","300100",4464,4140,120,54,0,5,103,42,12
"39109315001","109","315001",3985,3838,48,32,0,3,49,15,12
"39109315002","109","315002",4384,4122,107,29,1,3,107,15,12
"39109315100","109","315100",5994,5435,254,46,2,22,206,29,12
"39109315300","109","315300",5219,4822,194,7,0,17,169,10,12
"39109320100","109","320100",3594,3524,12,12,2,10,29,5,12
"39109325000","109","325000",2855,2799,8,1,0,2,36,9,12
"39109330100","109","330100",3399,3313,29,14,0,7,25,11,12
"39109340100","109","340100",5085,5002,13,15,1,18,29,7,12
"39109345000","109","345000",4810,4689,24,13,2,3,70,9,12
"39109350100","109","350100",7940,7688,47,97,0,13,77,18,12
"39109355001","109","355001",5868,5634,39,73,0,8,67,47,12
"39109355002","109","355002",1745,1670,9,15,0,5,33,13,12
"39109365000","109","365000",8618,7624,334,404,0,14,186,56,12
"39109365101","109","365101",3494,3294,96,27,0,8,61,8,12
"39109365102","109","365102",5118,4802,155,35,0,6,92,28,12
"39109365200","109","365200",3908,3635,137,5,0,8,106,17,12
"39109365301","109","365301",5439,4797,347,64,1,16,151,63,12
"39109365302","109","365302",5866,5469,48,225,2,9,90,23,12
"39109380100","109","380100",5802,5600,51,31,3,11,78,28,12
"39109390100","109","390100",4919,4825,12,19,1,1,46,15,9
"39111966600","111","966600",3619,3561,14,0,1,5,38,0,15
"39111966700","111","966700",3773,3726,6,3,0,0,38,0,15
"39111966800","111","966800",3931,3843,19,13,0,4,43,9,15
"39111966900","111","966900",3319,3228,22,0,1,8,53,7,15
"39113000100","113","000100",3053,382,2578,0,2,1,75,15,12
"39113000200","113","000200",2433,271,2106,0,2,8,41,5,12
"39113000300","113","000300",1957,92,1812,1,0,3,41,8,12
"39113000400","113","000400",4263,259,3858,7,0,7,105,27,12
"39113000500","113","000500",3968,705,3120,8,0,12,105,18,12
"39113000600","113","000600",1840,140,1658,2,0,2,36,2,12
"39113000700","113","000700",2615,77,2440,6,0,9,76,7,12
"39113000801","113","000801",3964,830,2892,20,0,19,127,76,12
"39113000802","113","000802",2383,409,1826,18,0,10,100,20,12
"39113000900","113","000900",3133,773,2190,15,2,6,122,25,12
"39113001000","113","001000",1356,167,1128,6,1,7,45,2,12
"39113001100","113","001100",4245,1316,2723,17,1,2,160,26,12
"39113001200","113","001200",1325,456,767,28,3,5,44,22,12
"39113001501","113","001501",3866,2410,1305,36,1,10,86,18,12
"39113001600","113","001600",2072,1565,442,4,0,2,51,8,12
"39113001700","113","001700",763,609,114,0,0,3,25,12,12
"39113001800","113","001800",6117,4718,987,48,9,17,207,131,12
"39113001900","113","001900",4456,3686,387,18,1,17,183,164,12
"39113002000","113","002000",3031,2193,529,22,0,9,120,158,12
"39113002200","113","002200",2903,2250,298,19,1,13,157,165,12
"39113002300","113","002300",3144,2589,278,18,2,16,125,116,12
"39113002400","113","002400",2469,2102,150,25,2,3,84,103,12
"39113002500","113","002500",5063,4329,434,47,4,11,151,87,10
"39113002600","113","002600",5565,4939,264,49,1,25,162,125,12
"39113002700","113","002700",1993,1856,52,18,1,10,45,11,10
"39113002800","113","002800",2160,2040,45,6,0,7,58,4,10
"39113002900","113","002900",4076,3832,91,17,1,12,114,9,10
"39113003000","113","003000",2717,2542,89,20,0,9,45,12,12
"39113003100","113","003100",2703,2509,123,15,0,5,47,4,10
"39113003201","113","003201",3442,2875,268,186,1,14,61,37,10
"39113003300","113","003300",4793,4044,373,49,1,15,197,114,12
"39113003402","113","003402",3904,3568,153,83,2,11,63,24,12
"39113003403","113","003403",3481,3185,143,53,1,4,78,17,12
"39113003404","113","003404",2291,1795,341,14,4,6,98,33,12
"39113003500","113","003500",2381,121,2171,3,0,10,73,3,12
"39113003800","113","003800",3231,98,3028,2,0,11,81,11,12
"39113003900","113","003900",2373,51,2227,2,0,13,72,8,12
"39113004100","113","004100",2517,60,2366,3,0,0,71,17,12
"39113004200","113","004200",2447,62,2283,0,0,3,90,9,12
"39113004300","113","004300",2036,116,1871,1,0,13,31,4,12
"39113004400","113","004400",2252,55,2168,0,0,6,21,2,12
"39113004600","113","004600",1500,260,1208,4,3,6,19,0,12
"39113010100","113","010100",2129,2046,13,34,1,5,26,4,12
"39113010200","113","010200",7073,6725,70,92,0,12,125,49,12
"39113020100","113","020100",2863,2596,116,42,1,6,87,15,12
"39113020200","113","020200",2893,2631,122,30,0,3,94,13,12
"39113020300","113","020300",2628,2519,45,25,0,2,28,9,12
"39113020400","113","020400",6568,5995,241,148,2,11,133,38,12
"39113020500","113","020500",1427,1322,48,12,2,1,32,10,12
"39113020601","113","020601",1843,1770,20,21,0,0,18,14,10
"39113020602","113","020602",1607,1552,11,14,0,3,21,6,10
"39113020700","113","020700",3139,2932,67,44,1,14,59,22,10
"39113020800","113","020800",2381,2256,47,16,1,4,47,10,10
"39113020900","113","020900",2630,2427,85,37,1,6,57,17,10
"39113021000","113","021000",1741,1622,43,18,2,7,43,6,10
"39113021100","113","021100",3286,2959,167,55,1,9,78,17,10
"39113021200","113","021200",1735,1603,38,50,0,7,33,4,10
"39113021301","113","021301",2848,2733,22,17,1,4,57,14,10
"39113021302","113","021302",2258,2155,23,25,1,1,37,16,10
"39113021400","113","021400",2616,2441,56,45,0,5,52,17,10
"39113021501","113","021501",2863,2610,113,55,0,0,72,13,10
"39113021502","113","021502",1598,1470,48,20,0,3,46,11,10
"39113021601","113","021601",2047,1907,68,20,0,9,31,12,10
"39113021602","113","021602",3359,3204,53,33,0,6,50,13,10
"39113021700","113","021700",2471,2239,112,49,0,6,51,14,10
"39113021800","113","021800",2113,1607,383,24,1,6,70,22,10
"39113021900","113","021900",2067,1950,55,23,0,2,36,1,10
"39113030100","113","030100",4650,3675,589,80,5,16,113,172,12
"39113030200","113","030200",2496,2144,246,18,0,3,68,17,12
"39113040101","113","040101",1880,1792,10,39,0,5,22,12,12
"39113040102","113","040102",2087,1946,28,70,0,2,33,8,12
"39113040103","113","040103",2643,2522,29,53,2,1,29,7,12
"39113040201","113","040201",2811,2667,20,71,0,7,37,9,10
"39113040203","113","040203",2734,2498,60,127,0,3,41,5,10
"39113040204","113","040204",4603,4095,243,135,1,16,93,20,10
"39113040302","113","040302",5484,4793,429,90,4,13,133,22,10
"39113040303","113","040303",5079,4768,71,124,2,2,100,12,10
"39113040305","113","040305",2948,2518,81,267,1,3,61,17,10
"39113040306","113","040306",5237,4685,179,221,3,2,113,34,10
"39113040401","113","040401",5100,4562,210,181,6,4,122,15,12
"39113040403","113","040403",4140,3444,251,288,1,16,109,31,10
"39113040405","113","040405",5717,4701,442,362,3,11,137,61,10
"39113040406","113","040406",6144,5308,128,580,1,8,102,17,10
"39113050101","113","050101",4099,3397,472,87,0,5,82,56,12
"39113050103","113","050103",8833,6336,947,1186,0,13,271,80,12
"39113050104","113","050104",2525,2233,157,63,0,2,52,18,12
"39113050105","113","050105",4592,3818,521,96,2,11,79,65,12
"39113050301","113","050301",3304,3117,88,28,1,14,41,15,12
"39113050302","113","050302",5324,5063,111,56,0,7,63,24,12
"39113050303","113","050303",3932,2864,790,74,0,11,120,73,12
"39113050401","113","050401",5163,4830,169,57,0,5,85,17,12
"39113050402","113","050402",2250,2167,34,7,0,3,36,3,12
"39113050502","113","050502",2891,2722,76,50,1,6,30,6,12
"39113050503","113","050503",6453,6045,183,67,0,12,101,45,12
"39113050504","113","050504",6358,5594,413,112,6,26,128,79,12
"39113050600","113","050600",3835,3745,20,13,0,10,40,7,12
"39113060100","113","060100",2887,1790,1009,7,0,6,67,8,12
"39113060200","113","060200",1755,1021,652,1,0,7,65,9,12
"39113060300","113","060300",3757,528,3148,2,0,13,53,13,12
"39113070101","113","070101",4175,1620,2394,29,1,18,106,7,12
"39113070102","113","070102",3569,881,2567,16,0,3,67,35,12
"39113070201","113","070201",1571,901,594,10,0,9,49,8,12
"39113070202","113","070202",2035,307,1678,1,0,1,41,7,12
"39113070300","113","070300",2776,614,2020,1,0,20,96,25,12
"39113070400","113","070400",2539,793,1651,6,3,1,66,19,12
"39113070500","113","070500",4365,698,3506,11,0,5,128,17,12
"39113070600","113","070600",1198,157,1006,0,0,1,28,6,12
"39113070700","113","070700",3415,725,2599,7,1,2,72,9,12
"39113080100","113","080100",5823,1794,3813,11,0,12,154,39,12
"39113080200","113","080200",2766,1688,969,9,0,3,86,11,12
"39113080300","113","080300",2190,663,1464,7,0,6,39,11,12
"39113080400","113","080400",3216,1209,1829,20,0,7,118,33,12
"39113080500","113","080500",6624,4456,1873,46,7,18,149,75,12
"39113080600","113","080600",1573,1508,16,6,0,4,32,7,12
"39113080700","113","080700",2135,2077,6,10,2,4,28,8,12
"39113090302","113","090302",6296,5351,503,203,2,21,151,65,12
"39113090303","113","090303",3480,2576,573,142,0,6,124,59,9
